"potID","plot","daynr","year","temperature","precipitation","wind.speed","frostdays","sum.precW","nHerbs","nTrees","Nitrogen","pH","Moisture","Light","ellenTemperature","Arable.land","Forest","Grassland","Water"
1,"SLL1",186,2011,18.7591723590674,0,1.44562033033903,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
1,"SLL1",187,2011,19.0406841319235,0.725106208233996,3.10869801920659,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
1,"SLL1",188,2011,19.4171475196419,0.0307432773986638,2.41115541289705,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
1,"SLL1",189,2011,19.1700665862222,0.452579447134424,3.60856295125917,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
1,"SLL1",190,2011,18.6606437545919,0.663213382508797,3.52709131329318,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
1,"SLL1",191,2011,18.5382050382555,0,1.77444043001178,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
1,"SLL1",192,2011,19.3102218304193,0,1.62235312560067,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
1,"SLL1",193,2011,21.3202483168159,4.51871503163371,2.70188956269111,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
1,"SLL1",194,2011,14.4793928854682,2.06050610694523,3.40715563527929,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
1,"SLL1",195,2011,13.5269229318839,9.48468866132913,6.73522881818121,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
1,"SLL1",196,2011,17.0088687023013,0.10369138723584,4.22379279065967,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
1,"SLL1",197,2011,18.6469923886401,20.9564584666663,3.8752484116007,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
1,"SLL1",198,2011,17.1912327949133,0.402538139247118,4.5155193175238,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
1,"SLL1",199,2011,16.4576154870455,0,4.76696778372739,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
1,"SLL1",200,2011,17.486082689952,0.402667869594024,2.28497430450875,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
1,"SLL1",201,2011,17.2252327297908,1.60567121904483,2.09027444358518,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
1,"SLL1",202,2011,16.7057215399295,4.97354792751148,2.2085594912584,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
1,"SLL1",203,2011,14.9746979503663,0,3.90641408027131,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
1,"SLL1",204,2011,13.6687121776867,12.07771023118,4.54156318559124,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
1,"SLL1",205,2011,11.8936632528414,16.4229771644772,4.61838707251397,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
1,"SLL1",206,2011,15.6630391555301,0.97747132354112,1.98853681512457,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
1,"SLL1",207,2011,15.5942912218498,2.22718923008233,1.48184175115939,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
1,"SLL1",208,2011,16.99238553884,15.3480117579989,1.33989936075886,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
2,"SLL1",209,2011,18.4021673344494,0.159943883002199,1.56270058798678,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
2,"SLL1",210,2011,16.5075574977259,0.0595979777179281,3.00507450038059,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
2,"SLL1",211,2011,14.673512695941,0.206390729955378,3.3621669690438,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
2,"SLL1",212,2011,14.9600394528505,0,2.10931312080747,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
2,"SLL1",213,2011,17.7450741233751,0,1.59189589485688,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
2,"SLL1",214,2011,22.6456153070497,0.0151043658825663,2.32797567925443,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
2,"SLL1",215,2011,20.5260668163998,2.47144941019988,2.46556532208583,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
2,"SLL1",216,2011,20.9239004899617,3.57045496724242,2.6250264250461,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
2,"SLL1",217,2011,19.0253108651913,1.38478812605168,2.362780589531,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
2,"SLL1",218,2011,20.1858256013259,4.18495855881743,2.56068216373319,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
2,"SLL1",219,2011,17.4057562088098,2.17111353383362,3.84752808697295,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
2,"SLL1",220,2011,15.5065709917184,10.4702553577528,4.34563192578286,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
2,"SLL1",221,2011,14.7754994405963,0.55425394415086,4.86323966342861,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
2,"SLL1",222,2011,16.1077008236126,0,3.90776659384793,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
2,"SLL1",223,2011,19.4083511080958,1.16025418517427,4.86928058068544,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
3,"SLL1",224,2011,18.2547681504894,3.74103383665505,3.09774950871229,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
3,"SLL1",225,2011,18.0703387251635,14.6486426805985,1.91638676867533,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
3,"SLL1",226,2011,17.7336064660131,6.69827244898837,2.99885137332105,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
3,"SLL1",227,2011,16.3602045679386,1.1475974660114,2.09286144270355,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
3,"SLL1",228,2011,17.5852207983978,0,1.57061470692369,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
3,"SLL1",229,2011,19.6183943960967,0,1.98418012864906,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
3,"SLL1",230,2011,19.4419408705369,22.4791026185125,2.44924998711667,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
3,"SLL1",231,2011,17.4967570611441,0.049516268312082,3.26534380681731,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
3,"SLL1",232,2011,18.3015438407674,0,1.82616883170959,39,293.361415563147,41,0,5.68,5.19,5.05,7.38,5.26,0.490641307523576,0.208590118595734,0.132709251523815,0.0131380392182385
